Time (Days),Gas Volume,Oil Volume,Water Volume 
2861,0.18443,,5
2862,0.151,,6
2863,0.14468,,3
2864,0.14777,,4
2865,0.15089,,4
2866,0.14567,,4
2867,0.13883,,2
2868,0.12126,,1
2869,0.15082,,3
2870,0.14686,,2
2871,0.14572,,10
2872,0.1576,,5
2873,0.16206,,5
2874,0.15747,,4
2875,0.15909,,4
2876,0.14186,,3
2877,0.11799,,4
2878,0.14157,,3
2879,0.1618,,4
2880,0.15463,,1
2881,0.15669,,3
2882,0.13305,,2
2883,0.10361,,2
2884,0.16537,,5
2885,0.15532,,2
2886,0.09877,,3
2887,0.15788,,3
2888,0.15666,,3
2889,0.16091,,3
2890,0.13364,,3
2891,0.11168,,2
2892,0.14236,,3
2893,0.1614,,4
2894,0.15816,,3
2895,0.13569,,2
2896,0.09801,,2
2897,0.15831,,2
2898,0.15696,,4
2899,0.15241,,4
2900,0.09407,,0
2901,0.12919,,6
2902,0.09509,,0
2903,0.13284,,4
2904,0.144,,5
2905,0.16109,,2
2906,0.16896,,1
2907,0.12244,,2
2908,0.10421,,3
2909,0.13923,,2
2910,0.1143,,2
2911,0.20844,,2
2912,0.11382,,2
2913,0.09569,,2
2914,0.12814,,3
2915,0.18985,,1
2916,0.14132,,1
2917,0.12,,1
2918,0.11747,,6
2919,0.09324,,1
2920,0.17173,,2
2921,0.11455,,2
2922,0.09802,,2
2923,0.17422,,2
2924,0.13834,,0
2925,0.12392,,3
2926,0.14138,,4
2927,0.12889,,3
2928,0.14551,,1
2929,0.1227,,2
2930,0.1136,,3
2931,0.155,,2
2932,0.11593,,3
2933,0.12007,,2
2934,0.16409,,6
2935,0.14351,,0
2936,0.11915,,1
2937,0.11374,,2
2938,0.11006,,3
2939,0.1079,,2
2940,0.12328,,2
2941,0.191,,2
2942,0.12787,,5
2943,0.14765,,1
2944,0.10559,,1
2945,0.17083,,4
2946,0.15581,,1
2947,0.0643,,2
2948,0.17616,,3
2949,0.12892,,2
2950,0.1186,,1
2951,0.12127,,1
2952,0.13086,,5
2953,0.11991,,3
2954,0.11596,,0
2955,0.17668,,2
2956,0.13112,,2
2957,0.13708,,2
2958,0.11492,,3
2959,0.12566,,2
2960,0.11732,,4
2961,0.11911,,1
2962,0.1032,,2
2963,0.0974,,4
2964,0.20653,,0
2965,0.1136,,1
2966,0.09692,,2
2967,0.09363,,1
2968,0.20692,,1
2969,0.09532,,0
2970,0.14318,,2
2971,0.11024,,6
2972,0.10312,,2
2973,0.12264,,2
2974,0.11464,,0
2975,0.12321,,2
2976,0.10689,,3
2977,0.18549,,6
2978,0.13822,,1
2979,0.1361,,2
2980,0.1196,,2
2981,0.12179,,4
2982,0.11937,,2
2983,0.09165,,4
2984,0.11347,,0
2985,0.10505,,4
2986,0.19932,,3
2987,0.14048,,4
2988,0.11327,,2
2989,0.1165,,4
2990,0.12492,,0
2991,0.12226,,3
2992,0.11926,,1
2993,0.10936,,2
2994,0.11896,,2
2995,0.11991,,5
2996,0.11808,,0
2997,0.14025,,2
2998,0.17155,,2
2999,0.13714,,6
3000,0.1371,,0
3001,0.12626,,4
3002,0.13736,,0
3003,0.10137,,4
3004,0.14559,,4
3005,0.12203,,0
3006,0.11835,,3
3007,0.17019,,1
3008,0.11795,,2
3009,0.11785,,2
3010,0.11568,,0
3011,0.11729,,12
3012,0.12098,,2
3013,0.11821,,3
3014,0.19341,,4
3015,0.10362,,1
3016,0.10248,,0
3017,0.10256,,6
3018,0.16898,,1
3019,0.10509,,1
3020,0.00593,,0
3021,0.14193,,0
3022,0.12433,,4
3023,0.10508,,1
3024,0.1487,,6
3025,0.16575,,0
3026,0.10215,,3
3027,0.10291,,6
3028,0.10269,,3
3029,0.19449,,2
3030,0.11592,,2
3031,0.10496,,4
3032,0.1118,,3
3033,0.17017,,9
3034,0.16652,,0
3035,0.10423,,1
3036,0.10075,,1
3037,0.103,,2
3038,0.11315,,3
3039,0.31652,,2
3040,0.28364,,2
3041,0.22821,,2
3042,0.2282,,3
3043,0.10354,,2
3044,0.12968,,2
3045,0.19006,,2
3046,0.01716,,0
3047,0.2182,,6
3048,0.10458,,2
3049,0.09908,,2
3050,0.20259,,1
3051,0.10658,,1
3052,0.10262,,5
3053,0.10583,,3
3054,0.1076,,1
3055,0.21126,,1
3056,0.11659,,1
3057,0.10542,,6
3058,0.10503,,1
3059,0.1335,,1
3060,0.15614,,0
3061,0.09105,,4
3062,0.09329,,1
3063,0.15989,,2
3064,0.15406,,2
3065,0.1095,,2
3066,0.10546,,4
3067,0.10571,,1
3068,0.20337,,1
3069,0.12663,,1
3070,0.10501,,3
3071,0.10483,,1
3072,0.12171,,3
3073,0.20654,,1
3074,0.10555,,2
3075,0.10184,,4
3076,0.10614,,2
3077,0.16906,,1
3078,0.15921,,1
3079,0.11095,,4
3080,0.10621,,1
3081,0.10719,,5
3082,0.17675,,1
3083,0.13654,,3
3084,0.10851,,3
3085,0.10701,,1
3086,0.10631,,1
3087,0.1827,,1
3088,0.13245,,2
3089,0.10324,,4
3090,0.10631,,1
3091,0.10426,,2
3092,0.18618,,1
3093,0.12743,,2
3094,0.10368,,4
3095,0.10515,,1
3096,0.10223,,1
3097,0.19499,,1
3098,0.11905,,5
3099,0.10524,,5
3100,0.10236,,1
3101,0.1052,,1
3102,0.17106,,1
3103,0.12566,,2
3104,0.10505,,3
3105,0.10397,,2
3106,0.15701,,1
3107,0.15666,,2
3108,0.10471,,0
3109,0.10538,,1
3110,0.10319,,1
3111,0.1699,,1
3112,0.14022,,1
3113,0.10534,,3
3114,0.10454,,3
3115,0.10304,,2
3116,0.15681,,2
3117,0.12716,,0
3118,0.09892,,4
3119,0.09,,0
3120,0.10117,,2
3121,0.16296,,2
3122,0.08452,,0
3123,0.10532,,5
3124,0.09064,,3
3125,0.21546,,2
3126,0.10377,,0
3127,0.07341,,0
3128,0,,0
3129,0.1906,,6
3130,0.15907,,2
3131,0.07871,,2
3132,0.16077,,0
3133,0.08396,,4
3134,0.15232,,2
3135,0.1167,,2
3136,0.12293,,2
3137,0.11681,,2
3138,0.12121,,2
3139,0.12599,,2
3140,0.11217,,3
3141,0.13717,,8
3142,0.10363,,0
3143,0.12379,,2
3144,0.11701,,4
3145,0.14291,,2
3146,0.0928,,2
3147,0.13883,,0
3148,0.10312,,4
3149,0.13652,,4
3150,0.10779,,2
3151,0.13918,,2
3152,0.1033,,5
3153,0.12863,,8
3154,0.10895,,0
3155,0.1328,,1
3156,0.11037,,5
3157,0.13806,,0
3158,0.09419,,4
3159,0.16777,,2
3160,0.08249,,4
3161,0.16579,,2
3162,0.0779,,2
3163,0.16642,,2
3164,0.08202,,3
3165,0.17053,,0
3166,0.08321,,2
3167,0.16822,,1
3168,0.08387,,4
3169,0.1643,,2
3170,0.08591,,5
3171,0.14764,,0
3172,0.10577,,2
3173,0.0821,,2
3174,0.16451,,2
3175,0.08166,,4
3176,0.16851,,0
3177,0.08377,,4
3178,0.1696,,5
3179,0.08246,,3
3180,0.16824,,3
3181,0.08323,,2
3182,0.16931,,3
3183,0.08427,,4
3184,0.16845,,3
3185,0.0844,,2
3186,0.15095,,2
3187,0.10148,,2
3188,0.11224,,0
3189,0.14017,,14
3190,0.08292,,2
3191,0.16962,,2
3192,0.06452,,2
3193,0.15396,,1
3194,0.10837,,1
3195,0.11222,,1
3196,0.14611,,2
3197,0.07279,,1
3198,0.14945,,1
3199,0.06001,,0
3200,0.15387,,2
3201,0.14646,,2
3202,0.07111,,2
3203,0.14132,,2
3204,0.07341,,2
3205,0.14993,,2
3206,0.14867,,3
3207,0.07284,,1
3208,0.14957,,1
3209,0.06783,,2
3210,0.11485,,2
3211,0.15163,,2
3212,0.07796,,2
3213,0.15913,,2
3214,0.10478,,4
3215,0.11384,,0
3216,0.14699,,0
3217,0.07258,,2
3218,0.1445,,0
3219,0.08028,,4
3220,0.11683,,0
3221,0.17693,,10
3222,0.09974,,8
3223,0.14805,,6
3224,0.1679,,3
3225,0.08152,,3
3226,0.16732,,3
3227,0.16678,,4
3228,0.13619,,4
3229,0.16621,,2
3230,0.08294,,2
3231,0.16512,,0
3232,0.08308,,4
3233,0.16537,,5
3234,0.08055,,4
3235,0.16523,,2
3236,0.08195,,2
3237,0.16574,,2
3238,0.07987,,3
3239,0.16522,,1
3240,0.08007,,5
3241,0.16559,,4
3242,0.10159,,4
3243,0.14204,,2
3244,0.10584,,4
3245,0.13705,,2
3246,0.10666,,0
3247,0.13708,,2
3248,0.08778,,3
3249,0.15635,,1
3250,0.07933,,4
3251,0.16046,,2
3252,0.07988,,3
3253,0.16474,,2
3254,0.07951,,6
3255,0.16435,,2
3256,0.08049,,2
3257,0.16258,,0
3258,0.07868,,4
3259,0.163,,0
3260,0.16273,,0
3261,0.16465,,2
3262,0.07987,,1
3263,0.16221,,3
3264,0.08016,,2
3265,0.16254,,3
3266,0.08448,,1
3267,0.08244,,4
3268,0.15701,,0
3269,0.07919,,0
3270,0.16269,,0
3271,0.07905,,2
3272,0.16104,,4
3273,0.07648,,2
3274,0.16038,,2
3275,0.07839,,4
3276,0.16057,,2
3277,0.07853,,12
3278,0.16131,,3
3279,0.07821,,3
3280,0.1599,,2
3281,0.07834,,2
3282,0.15984,,2
3283,0.16091,,4
3284,0.15928,,2
3285,0.07914,,4
3286,0.15952,,2
3287,0.07876,,2
3288,0.14016,,2
3289,0.08073,,2
3290,0.15853,,3
3291,0.07654,,3
3292,0.1591,,2
3293,0.07924,,1
3294,0.15889,,2
3295,0.08,,2
3296,0.16135,,2
3297,0.07204,,4
3298,0.16089,,2
3299,0.07879,,4
3300,0.1582,,2
3301,0.07926,,0
3302,0.07863,,10
3303,0.15768,,2
3304,0.06751,,3
3305,0.15364,,1
3306,0.07838,,1
3307,0.15689,,2
3308,0.07762,,2
3309,0.15648,,1
3310,0.07772,,3
3311,0.13698,,0
3312,0.10045,,2
3313,0.0773,,2
3314,0.15722,,4
3315,0.07795,,2
3316,0.15879,,2
3317,0.07808,,0
3318,0.12953,,3
3319,0.10624,,2
3320,0.07602,,1
3321,0.15888,,2
3322,0.07661,,1
3323,0.15657,,3
3324,0.07731,,2
3325,0.14844,,2
3326,0.08551,,0
3327,0.07685,,2
3328,0.15761,,2
3329,0.07765,,4
3330,0.15798,,2
3331,0.07972,,2
3332,0.13055,,2
3333,0.10595,,3
3334,0.07862,,3
3335,0.15756,,3
3336,0.07957,,3
3337,0.15805,,1
3338,0.07897,,2
3339,0.10766,,2
3340,0.12975,,2
3341,0.07898,,4
3342,0.15836,,0
3343,0.07872,,4
3344,0.1554,,2
3345,0.08221,,0
3346,0.07827,,2
3347,0.15846,,1
3348,0.08001,,1
3349,0.15886,,2
3350,0.07873,,3
3351,0.1554,,2
3352,0.08258,,1
3353,0.07829,,2
3354,0.15879,,0
3355,0.07928,,2
3356,0.15915,,2
3357,0.07971,,4
3358,0.10152,,4
3359,0.1302,,0
3360,0.08038,,5
3361,0.16178,,2
3362,0.07958,,3
3363,0.15836,,1
3364,0.07987,,2
3365,0.08782,,0
3366,0.15121,,0
3367,0.08013,,4
3368,0.15977,,2
3369,0.08024,,4
3370,0.14028,,0
3371,0.09908,,2
3372,0.07974,,4
3373,0.16054,,2
3374,0.07975,,2
3375,0.14839,,1
3376,0.07196,,1
3377,0.14849,,1
3378,0.07385,,2
3379,0.13394,,3
3380,0.09171,,1
3381,0.07808,,2
3382,0.1533,,2
3383,0.07461,,2
3384,0.15348,,0
3385,0.07653,,4
3386,0.07504,,0
3387,0.06505,,0
3388,0.1945,,2
3389,0.07701,,1
3390,0.15561,,1
3391,0.07808,,3
3392,0.11694,,1
3393,0.11725,,1
3394,0.07833,,2
3395,0.15778,,0
3396,0.07856,,2
3397,0.15844,,2
3398,0.08041,,4
3399,0.09219,,14
3400,0.14355,,0
3401,0.07907,,2
3402,0.15679,,2
3403,0.07771,,4
3404,0.15586,,3
3405,0.08068,,0
3406,0.079,,1
3407,0.15931,,4
3408,0.07925,,4
3409,0.15348,,1
3410,0.07766,,2
3411,0.08893,,6
3412,0.14391,,0
3413,0.07766,,4
3414,0.15402,,2
3415,0.07571,,2
3416,0.15128,,2
3417,0.07538,,4
3418,0.11827,,5
3419,0.11108,,1
3420,0.07519,,2
3421,0.15125,,1
3422,0.07535,,2
3423,0.15177,,0
3424,0.07586,,4
3425,0.14957,,2
3426,0.07196,,2
3427,0.12235,,2
3428,0.10004,,0
3429,0.07086,,16
3430,0.14875,,1
3431,0.07415,,2
3432,0.14416,,1
3433,0.07812,,2
3434,0.1433,,2
3435,0.07013,,2
3436,0.15869,,2
3437,0.07932,,4
3438,0.15432,,0
3439,0.08025,,4
3440,0.11193,,2
3441,0.12127,,16
3442,0.07869,,2
3443,0.15534,,2
3444,0.07743,,3
3445,0.15502,,1
3446,0.07992,,2
3447,0.15168,,2
3448,0.08669,,2
3449,0.08064,,2
3450,0.15373,,1
3451,0.0794,,2
3452,0.15442,,2
3453,0.07748,,4
3454,0.15528,,2
3455,0.07795,,2
3456,0.1491,,2
3457,0.09061,,2
3458,0.09135,,1
3459,0.0792,,1
3460,0.08193,,6
3461,0.15687,,1
3462,0.07718,,5
3463,0.15757,,1
3464,0.158,,2
3465,0.15645,,2
3466,0.07758,,0
3467,0.15468,,2
3468,0.07193,,2
3469,0.14416,,2
3470,0.14093,,2
3471,0.08359,,2
3472,0.14765,,0
3473,0.07422,,7
3474,0.14437,,2
3475,0.13941,,3
3476,0.07314,,1
3477,0.14411,,2
3478,0.14547,,1
3479,0.13811,,2
3480,0.14266,,2
3481,0.07274,,4
3482,0.14762,,4
3483,0.14671,,2
3484,0.07299,,2
3485,0.14594,,0
3486,0.14396,,0
3487,0.07284,,0
3488,0.14676,,16
3489,0.14185,,2
3490,0.12429,,2
3491,0.0893,,2
3492,0.14392,,2
3493,0.14209,,2
3494,0.0698,,2
3495,0.14295,,12
3496,0.14449,,0
3497,0.14267,,2
3498,0.06984,,4
3499,0.14528,,2
3500,0.12891,,2
3501,0.1479,,2
3502,0.13884,,4
3503,0.0738,,2
3504,0.13968,,2
3505,0.1407,,2
3506,0.14023,,1
3507,0.11781,,2
3508,0.08865,,2
3509,0.146,,2
3510,0.15043,,2
3511,0.14556,,2
3512,0.07476,,2
3513,0.10139,,3
3514,0.1178,,0
3515,0.13855,,0
3516,0.14611,,4
3517,0.14631,,2
3518,0.13579,,1
3519,0.08013,,0
3520,0.14778,,4
3521,0.14414,,0
3522,0.14406,,4
3523,0.14463,,2
3524,0.06776,,2
3525,0,,0
3526,0,,0
3527,0,,0
3528,0.3789,,0
3529,0.15211,,0
3530,0.15438,,0
3531,0.15034,,2
3532,0.14449,,2
3533,0.08916,,2
3534,0.1447,,1
3535,0.14256,,1
3536,0.15128,,0
3537,0.15287,,2
3538,0.14722,,2
3539,0.12329,,2
3540,0.10313,,2
3541,0.14883,,0
3542,0.13739,,1
3543,0.15201,,1
3544,0.13087,,2
3545,0.07976,,2
3546,0.15574,,2
3547,0.14988,,2
3548,0.14728,,2
3549,0.13587,,2
3550,0.14263,,2
3551,0.12715,,2
3552,0.14436,,2
3553,0.09654,,0
3554,0.11685,,4
3555,0.14624,,0
3556,0.13455,,2
3557,0.14036,,2
3558,0.15052,,1
3559,0.15052,,1
3560,0.14101,,2
3561,0.14384,,1
3562,0.13539,,2
3563,0.13908,,1
3564,0.12206,,0
3565,0.11581,,4
3566,0.13279,,2
3567,0.14296,,0
3568,0.13986,,2
3569,0.14599,,1
3570,0.13766,,2
3571,0.14337,,1
3572,0.1457,,2
3573,0.14083,,1
3574,0.13657,,1
3575,0.1508,,0
3576,0.14027,,2
3577,0.11907,,3.78
3578,0.12614,,2.31
3579,0.13966,,2
3580,0.1352,,2
3581,0.13917,,2
3582,0.1456,,2
3583,0.13506,,2
3584,0.14129,,2
3585,0.0686,,0
3586,0.18539,,5
3587,0.14663,,2
3588,0.14437,,0
3589,0.14745,,4
3590,0.14808,,1
3591,0.14699,,2
3592,0.15324,,2
3593,0.14613,,4
3594,0.14706,,2
3595,0.14569,,3
3596,0.14863,,2
3597,0.14764,,2
3598,0.14445,,2
3599,0.14643,,2
3600,0.15401,,2
3601,0.14447,,1
3602,0.1544,,2
3603,0.14505,,1
3604,0.14566,,2
3605,0.14617,,2
3606,0.14353,,2
3607,0.14907,,0
3608,0.14261,,2
3609,0.15078,,2
3610,0.13586,,2
3611,0.12641,,2
3612,0.11054,,2
3613,0.13388,,1
3614,0.14503,,2
3615,0.14803,,1
3616,0.14529,,2
3617,0.14453,,1
3618,0.12752,,1
3619,0.13299,,1
3620,0.13428,,2
3621,0.1376,,2
3622,0.13904,,2
3623,0.13892,,2
3624,0.14039,,2
3625,0.13201,,0
3626,0.14302,,2
3627,0.14299,,2
3628,0.14252,,1
3629,0.1433,,2
3630,0.11243,,2
3631,0.14867,,2
3632,0.14005,,2
3633,0.14518,,0
3634,0.14372,,2
3635,0.09915,,0
3636,0.14129,,2
3637,0.14108,,2
3638,0.13972,,2
3639,0.13857,,2
3640,0.14113,,2
3641,0.13952,,3
3642,0.14057,,1
3643,0.14136,,0
3644,0.14014,,2
3645,0.14128,,1
3646,0.13484,,2
3647,0.14387,,4
3648,0.13854,,2
3649,0.11802,,4
3650,0.127,,2
3651,0.13286,,4
3652,0.12509,,2
3653,0.12492,,2
3654,0.12602,,1
3655,0.12469,,2
3656,0.17749,,2
3657,0.12315,,1
3658,0.12781,,1
3659,0.12545,,1
3660,0.12684,,1.31
3661,0.06924,,1.31
3662,0,,0
3663,0.18456,,0.28
3664,0.12712,,0
3665,0.16966,,2.33
3666,0.14962,,2
3667,0.17075,,2
3668,0.15122,,1.89
3669,0.14207,,2.46
3670,0.14335,,1.01
3671,0.14606,,2.48
3672,0.14154,,1.75
3673,0.14296,,2
3674,0.14182,,2
3675,0.07294,,2
3676,0.12911,,1.46
3677,0.17278,,2.61
3678,0.12666,,2.33
3679,0.11334,,0.87
3680,0.14734,,1.15
3681,0.14223,,0.87
3682,0.10086,,1.45
3683,0.09568,,0.43
3684,0.16589,,1.46
3685,0.09761,,1.89
3686,0.15522,,1.75
3687,0.12459,,1.45
3688,0.13026,,0.57
3689,0.10947,,2
3690,0.13235,,2
3691,0.10281,,2
3692,0.09932,,0
3693,0.13519,,2
3694,0.14614,,2
3695,0.09277,,0.57
3696,0.11403,,1.45
3697,0.1402,,1.02
3698,0.08619,,0.87
3699,0.11226,,2.32
3700,0.13994,,2
3701,0.09852,,2
3702,0.11573,,2
3703,0.14465,,1.02
3704,0.04924,,1
3705,0.10427,,0.15
3706,0.1221,,0
3707,0.11719,,1.6
3708,0.12455,,1
3709,0.09208,,1
3710,0.10416,,2
3711,0.09122,,2
3712,0.15826,,1.9
3713,0.14599,,0
3714,0.12671,,2
3715,0.09168,,2
3716,0.13502,,2
3717,0.13416,,2
3718,0.13063,,1.31
3719,0.1443,,1.01
3720,0.1416,,2.46
3721,0.14661,,1.46
3722,0.13562,,2.03
3723,0.09059,,2
3724,0.15562,,0.58
3725,0.17224,,2.18
3726,0.14581,,2
3727,0.15301,,2
3728,0.14177,,2.47
3729,0.15764,,1.16
3730,0.14186,,2.03
3731,0.14124,,0
3732,0.18875,,1.89
3733,0.15178,,0.72
3734,0.21184,,1.75
3735,0.15583,,2.33
3736,0.21898,,1.31
3737,0.14762,,2.76
3738,0.22203,,1.9
3739,0.20113,,1.59
3740,0.18712,,4.65
3741,0.14559,,10
3742,0.15186,,2
3743,0.23527,,0
3744,0.14384,,1.75
3745,0.1446,,0.43
3746,0.15675,,2.33
3747,0.19268,,1.59
3748,0.02527,,0.15
3749,0,,0
3750,0.10841,,0
3751,0.32199,,1
3752,0.19408,,1
3753,0.11734,,0.13
3754,0.22282,,1.46
3755,0.14894,,1.88
3756,0.14711,,1.61
3757,0.14336,,1.44
3758,0.14718,,1.17
3759,0.15081,,1.75
3760,0.17589,,1.01
3761,0.04683,,14.72
3762,0,,0
3763,0,,0
3764,0.33736,,0.87
3765,0.21039,,0
3766,0.14852,,0
3767,0.1468,,1.75
3768,0.14569,,1.61
3769,0.1447,,1.73
3770,0.14154,,1.61
3771,0.14602,,1.01
3772,0.13573,,1.75
3773,0.12887,,1.15
3774,0.14521,,0.58
3775,0.14122,,20.11
3776,0.06755,,0
3777,0.15034,,27.25
3778,0.13364,,1.31
3779,0.1382,,1.15
3780,0.07656,,2
3781,0.14477,,3.78
3782,0.13504,,1.75
3783,0.06454,,1.15
3784,0.06046,,0
3785,0.21102,,0
3786,0.06998,,2
3787,0.14459,,9.6
3788,0.14049,,19.81
3789,0.07068,,1.75
3790,0.1387,,1.15
3791,0.06865,,1.46
3792,0,,0
3793,0.22042,,0
3794,0.15275,,0.43
3795,0.0862,,2
3796,0.13002,,0.87
3797,0.1535,,0
3798,0.0712,,2
3799,0.14891,,2
3800,0.08776,,1.9
3801,0.12767,,1.3
3802,0.14367,,1.02
3803,0.07276,,1.75
3804,0.14856,,1.59
3805,0.13099,,1.9
3806,0.09209,,3.34
3807,0.14352,,0.58
3808,0.07074,,1.46
3809,0.15135,,0.57
3810,0.0813,,3.21
3811,0.13822,,2.32
3812,0.137,,0.58
3813,0.14222,,1.02
3814,0.06887,,1.6
3815,0.14943,,0.87
3816,0.09088,,2.62
3817,0.13057,,0.57
3818,0.13767,,2.92
3819,0.07698,,2.03
3820,0.14394,,1.31
3821,0.07767,,2.77
3822,0.15592,,0.28
3823,0.07538,,2.62
3824,0.08413,,1.31
3825,0.16931,,2.03
3826,0.14866,,1.31
3827,0.0862,,1.31
3828,0.07651,,2
3829,0.15622,,1.44
3830,0.09878,,2.03
3831,0.15424,,1.6
3832,0.07917,,2.47
3833,0.15521,,1.59
3834,0.08251,,1.02
3835,0.07597,,1.75
3836,0.14218,,1.31
3837,0.07657,,8.15
3838,0.15398,,19.24
3839,0.07826,,1
3840,0.16425,,1.16
3841,0.07481,,2.9
3842,0.07808,,1.02
3843,0.15451,,1.75
3844,0.07758,,2.47
3845,0.15664,,1.16
3846,0.07765,,2.03
3847,0.1565,,1.6
3848,0.07719,,1.74
3849,0.10826,,1.17
3850,0.11925,,1.45
3851,0.08499,,2.33
3852,0.14082,,1.31
3853,0.07829,,1.75
3854,0.14752,,0.87
3855,0.07456,,1.75
3856,0.12512,,1.01
3857,0.1419,,1.9
3858,0.0771,,2
3859,0.14095,,2
3860,0.08204,,2.18
3861,0.1506,,0.58
3862,0.13301,,0
3863,0.10044,,2
3864,0.14671,,11.93
3865,0.08647,,2.9
3866,0.1411,,0.59
3867,0.07288,,2.46
3868,0.13766,,0.29
3869,0.12394,,1.89
3870,0.13286,,1.46
3871,0.0778,,2.62
3872,0.12515,,8.01
3873,0.13843,,0
3874,0.13441,,12.54
3875,0.13677,,1.45
3876,0.09037,,1.31
3877,0.11809,,1.89
3878,0.15173,,1.75
3879,0.14677,,1.75
3880,0.0728,,2.48
3881,0.14296,,1.15
3882,0.12176,,1.45
3883,0.14907,,1.75
3884,0.06683,,4
3885,0.13153,,1.75
3886,0.13232,,0
3887,0.13004,,2.18
3888,0.13309,,2.03
3889,0.07036,,1.9
3890,0.12868,,1.01
3891,0.13107,,1.75
3892,0.13749,,1.74
3893,0.06773,,2.03
3894,0.13711,,1.17
3895,0.13745,,2.03
3896,0.06752,,2.34
3897,0.13722,,1.02
3898,0.13642,,2.03
3899,0.06788,,1.59
3900,0.13545,,1.02
3901,0.10251,,2
3902,0.1034,,2
3903,0.1379,,2
3904,0.06962,,2
3905,0.1444,,1
3906,0.06909,,2.62
3907,0.14373,,1.16
3908,0.13806,,2.18
3909,0.06947,,0.72
3910,0.14004,,0.57
3911,0.06968,,17.63
3912,0.14133,,1.46
3913,0.10248,,6
3914,0.10515,,0.71
3915,0.13982,,8
3916,0.06892,,8
3917,0.14147,,16.31
3918,0.11916,,1.75
3919,0.09402,,0.87
3920,0.1431,,1.46
3921,0.07071,,2.77
3922,0.13447,,0.87
3923,0.12561,,2.32
3924,0.07649,,2.04
3925,0.11716,,2.03
3926,0.14115,,1.02
3927,0.1274,,2.18
3928,0.0871,,2.46
3929,0.13862,,1.16
3930,0.09646,,2.18
3931,0.1127,,2.18
3932,0.1384,,1.31
3933,0.06803,,6.84
3934,0.13774,,1.16
3935,0.13674,,1.75
3936,0.06746,,2.03
3937,0.13409,,1.17
3938,0.14168,,2.32
3939,0.06778,,2.18
3940,0.13933,,0.87
3941,0.12728,,2.46
3942,0.07597,,1.9
3943,0.12291,,1.01
3944,0.14635,,2.32
3945,0.07032,,2.32
3946,0.14216,,1.17
3947,0.14046,,2.18
3948,0.13995,,1.01
3949,0.06918,,1.01
3950,0.09741,,12.52
3951,0.04697,,0
3952,0.07007,,0.15
3953,0.06804,,0
3954,0.14805,,3.2
3955,0.12099,,0.43
3956,0.11169,,2.76
3957,0.03835,,0.59
3958,0.10348,,0
3959,0.07888,,1.31
3960,0.10488,,0.15
3961,0.12904,,2.61
3962,0.09284,,10.18
3963,0.13224,,2.92
3964,0.14022,,15.59
3965,0.15492,,2.62
3966,0.06911,,2.03
3967,0.14606,,1.02
3968,0.08984,,2.47
3969,0.11575,,1.59
3970,0.11094,,1.02
3971,0.07016,,1.75
3972,0.15507,,2.03
3973,0.09789,,2.04
3974,0.09826,,1.45
3975,0.0811,,0.87
3976,0.11374,,1.61
3977,0.11249,,1.15
3978,0.1378,,1.9
3979,0.08759,,15.58
3980,0.08644,,0.58
3981,0.14445,,1.9
3982,0.10689,,3.19
3983,0.12103,,1.9
3984,0.13019,,2.33
3985,0.07278,,2.61
3986,0.14163,,36.14
3987,0.06934,,50.99
3988,0.14181,,43.7
3989,0.12466,,2.34
3990,0.08082,,2.04
3991,0.12994,,0.71
3992,0.05739,,1.89
3993,0.10907,,13.26
3994,0.12556,,16.31
3995,0.1249,,3.64
3996,0.05939,,1.45
3997,0.09399,,0.14
3998,0.10958,,1.75
3999,0.12547,,2.32
4000,0.11191,,0
4001,0.11646,,1.6
4002,0.07443,,3.5
4003,0.07443,,1.6
4004,0.07226,,2.76
4005,0.14199,,2.61
4006,0.06805,,0.88
4007,0.14185,,1.31
4008,0.07036,,2.47
4009,0.14021,,1
4010,0.12223,,1.9
4011,0.09359,,1.15
4012,0.09183,,1.6
4013,0.12207,,0.57
4014,0.08389,,1.01
4015,0.0741,,0.87
4016,0.09387,,0
4017,0.1281,,2.76
4018,0.12936,,2.18
4019,0.13936,,1.45
4020,0.06966,,2.48
4021,0.14043,,0.71
4022,0.11235,,2.63
4023,0.02651,,0.42
4024,0.16441,,0
4025,0.14218,,0
4026,0.07072,,0.29
4027,0.14167,,0
4028,0.06459,,0.14
4029,0.14653,,1.01
4030,0.0699,,0
4031,0.14285,,0
